timestamp,x,y,z
0,2.99,-1.36,8.81
10,3.04,-1.36,8.69
20,3.01,-1.29,8.75
30,2.99,-1.17,9.08
40,2.97,-0.95,9.33
50,2.94,-0.83,9.54
60,2.92,-0.96,9.82
70,2.88,-1.16,9.9
80,2.9,-1.36,9.84
90,2.94,-1.5,9.63
100,2.98,-1.48,9.28
110,2.99,-1.41,9.02
120,3.03,-1.45,8.94
130,3.03,-1.42,8.93
140,3.06,-1.35,9.05
150,3.07,-1.32,9.05
160,3.11,-1.25,9.0
170,3.12,-1.05,8.78
180,3.07,-0.94,8.69
190,3.06,-1.03,8.7
200,3.01,-1.24,8.81
210,3.0,-1.42,8.97
220,2.93,-1.34,8.94
230,2.9,-1.17,8.92
240,2.88,-1.01,8.87
250,2.88,-0.79,8.5
260,2.87,-0.79,8.13
270,3.05,-1.12,8.18
280,3.18,-1.7,8.13
290,3.42,-2.63,8.03
300,3.71,-4.19,7.65
310,3.9,-5.68,7.11
320,3.98,-6.74,6.31
330,3.94,-7.57,5.55
340,3.9,-8.21,5.39
350,3.68,-8.83,5.65
360,3.52,-9.48,6.17
370,3.37,-10.23,7.03
380,3.27,-10.71,7.82
390,3.19,-11.22,8.45
400,2.95,-11.24,9.54
410,2.48,-10.84,9.65
420,2.17,-10.17,9.42
430,1.94,-9.56,9.28
440,1.78,-9.1,8.74
450,1.6,-8.47,8.01
460,1.47,-7.91,7.4
470,1.31,-7.27,7.29
480,0.98,-6.67,7.22
490,0.53,-6.11,7.32
500,0.19,-5.91,7.86
510,-0.03,-5.93,8.56
520,-0.19,-5.64,8.99
530,-0.22,-4.98,9.84
540,-0.31,-4.17,10.53
550,-0.4,-3.39,10.8
560,-0.42,-2.47,11.1
570,-0.55,-1.13,10.79
580,-0.62,0.67,9.66
590,-0.74,2.38,8.8
600,-0.77,4.2,8.67
610,-0.71,5.97,8.31
620,-0.83,7.78,8.31
630,-0.9,9.6,8.54
640,-0.8,11.03,8.49
650,-0.58,11.76,8.37
660,-0.28,12.16,8.55
670,0.11,12.67,8.57
680,0.23,13.3,8.4
690,0.39,13.69,8.07
700,0.31,13.89,7.44
710,0.22,14.23,6.42
720,0.06,14.8,5.52
730,-0.18,15.09,5.26
740,-0.33,14.95,5.62
750,-0.22,14.09,6.16
760,-0.05,13.23,6.19
770,0.1,12.89,5.17
780,0.03,12.86,3.49
790,-0.57,13.27,1.81
800,-1.57,13.35,0.77
810,-2.52,12.68,1.67
820,-3.17,10.66,4.7
830,-3.11,7.78,8.02
840,-2.82,4.65,9.46
850,-2.77,3.1,10.13
860,-3.09,2.92,10.39
870,-3.5,3.35,10.18
880,-3.94,3.39,9.41
890,-4.34,2.32,9.34
900,-4.44,0.63,10.37
910,-4.33,-1.32,11.18
920,-4.2,-3.11,12.55
930,-4.12,-4.14,13.77
940,-4.36,-4.6,13.11
950,-4.69,-5.35,12.04
960,-4.77,-6.48,12.49
970,-4.87,-7.69,12.97
980,-4.87,-8.99,14.4
990,-4.66,-9.99,15.94
1000,-4.46,-10.41,16.38
1010,-4.3,-10.26,15.19
1020,-4.24,-9.93,13.21
1030,-4.09,-9.72,12.01
1040,-4.05,-9.69,10.77
1050,-4.04,-10.19,10.62
1060,-3.84,-10.96,11.42
1070,-3.66,-11.44,11.91
1080,-3.57,-11.65,12.05
1090,-3.47,-11.91,11.99
1100,-3.38,-12.24,12.2
1110,-3.26,-12.66,12.39
1120,-3.11,-13.35,12.48
1130,-2.85,-14.38,11.62
1140,-2.33,-15.63,10.14
1150,-2.07,-16.28,8.26
1160,-1.98,-16.0,6.93
1170,-2.01,-14.87,6.69
1180,-2.21,-13.08,6.77
1190,-2.58,-10.95,7.52
1200,-3.02,-8.98,8.3
1210,-3.34,-7.63,9.16
1220,-3.56,-6.76,9.87
1230,-3.63,-6.79,9.95
1240,-3.65,-7.21,9.9
1250,-3.71,-7.35,10.01
1260,-3.71,-6.94,11.13
1270,-3.88,-5.58,11.8
1280,-4.2,-3.66,11.43
1290,-4.35,-1.9,11.12
1300,-4.43,-0.34,11.15
1310,-4.57,0.79,10.65
1320,-4.56,1.3,10.18
1330,-4.33,1.21,10.75
1340,-4.02,1.12,11.9
1350,-3.85,1.71,11.73
1360,-3.79,2.71,10.87
1370,-3.72,3.62,10.28
1380,-3.62,4.44,9.82
1390,-3.5,4.66,9.1
1400,-3.29,4.3,9.23
1410,-3.04,3.65,10.69
1420,-2.77,3.07,12.33
1430,-2.66,3.14,12.94
1440,-2.64,3.99,12.32
1450,-2.67,5.06,10.91
1460,-2.5,5.77,9.67
1470,-2.26,5.72,9.17
1480,-2.05,5.1,9.26
1490,-1.84,4.09,9.31
1500,-1.7,3.26,9.67
