timestamp,x,y,z
0,2.21,-1.34,8.47
10,2.01,-1.32,8.66
20,1.72,-1.33,9.15
30,1.47,-1.33,9.85
40,1.23,-1.34,10.51
50,1.0,-1.28,11.01
60,0.85,-1.29,11.44
70,0.76,-1.22,11.63
80,0.75,-1.05,11.53
90,0.82,-0.77,11.45
100,0.95,-0.48,11.34
110,1.14,-0.35,10.88
120,1.4,-0.47,10.21
130,1.68,-0.8,9.47
140,1.89,-1.18,8.72
150,2.09,-1.64,8.04
160,2.22,-2.04,7.54
170,2.28,-2.24,7.24
180,2.24,-2.32,7.24
190,2.13,-2.26,7.76
200,1.97,-2.0,8.5
210,1.71,-1.65,9.4
220,1.48,-1.5,10.17
230,1.33,-1.36,10.73
240,1.29,-1.34,10.86
250,1.3,-1.28,10.7
260,1.31,-1.08,10.25
270,1.27,-0.82,9.78
280,1.2,-0.61,9.45
290,1.14,-0.53,9.32
300,1.11,-0.57,9.55
310,1.1,-0.69,9.99
320,1.13,-0.85,10.41
330,1.18,-0.98,10.57
340,1.31,-1.03,10.38
350,1.42,-1.0,10.0
360,1.56,-1.0,9.43
370,1.66,-1.03,8.77
380,1.79,-1.11,8.17
390,1.84,-1.23,7.74
400,1.79,-1.3,7.54
410,1.7,-1.32,7.43
420,1.66,-1.41,7.76
430,1.53,-1.72,8.68
440,1.38,-2.49,9.7
450,1.35,-3.64,10.12
460,1.12,-4.33,9.89
470,0.95,-5.34,9.54
480,0.81,-6.31,9.29
490,0.58,-6.98,9.01
500,0.39,-7.52,9.25
510,0.2,-8.16,9.93
520,0.13,-9.09,11.19
530,0.52,-10.35,12.73
540,0.82,-11.67,13.9
550,0.99,-12.82,14.2
560,1.05,-13.58,13.78
570,0.97,-13.75,12.23
580,0.91,-13.02,10.11
590,0.76,-11.99,7.46
600,0.68,-10.78,5.13
610,0.69,-9.54,3.34
620,0.46,-8.22,2.57
630,0.06,-6.82,2.97
640,-0.41,-5.72,4.32
650,-0.82,-5.08,6.1
660,-1.16,-4.72,7.85
670,-1.45,-4.43,9.24
680,-1.76,-4.13,10.45
690,-1.95,-3.55,11.23
700,-2.04,-2.68,11.59
710,-1.99,-1.62,11.47
720,-1.87,-0.4,10.81
730,-1.79,0.74,9.74
740,-1.79,1.58,8.49
750,-1.64,1.88,7.58
760,-1.42,2.54,7.17
770,-1.14,3.67,6.21
780,-1.0,5.37,5.69
790,-0.94,7.63,5.62
800,-1.11,10.37,5.79
810,-1.23,13.12,6.17
820,-1.24,15.54,6.9
830,-1.01,16.98,7.88
840,-0.49,17.74,8.55
850,0.08,17.75,8.3
860,0.55,17.08,7.18
870,0.91,16.33,6.1
880,1.13,15.62,4.83
890,1.16,15.0,3.61
900,1.13,14.37,2.62
910,0.8,14.06,2.12
920,0.56,13.15,2.28
930,0.5,11.93,4.57
940,0.67,10.23,6.94
950,0.49,8.75,8.09
960,0.32,7.31,8.32
970,0.19,6.39,8.64
980,-0.2,6.68,8.22
990,-0.89,7.81,7.19
1000,-1.35,9.03,6.79
1010,-1.62,9.65,6.26
1020,-1.87,9.37,4.92
1030,-2.15,8.16,4.39
1040,-2.27,6.29,5.26
1050,-2.05,4.36,6.68
1060,-1.92,3.21,7.16
1070,-2.56,3.28,6.55
1080,-3.34,3.89,6.24
1090,-4.14,4.13,7.41
1100,-4.67,3.59,9.87
1110,-4.8,2.38,12.84
1120,-4.97,0.97,15.46
1130,-5.11,-1.06,17.3
1140,-4.77,-3.48,17.84
1150,-4.18,-5.25,17.32
1160,-3.82,-5.58,14.63
1170,-3.55,-4.58,10.7
1180,-3.42,-2.74,7.77
1190,-3.82,-0.93,7.08
1200,-4.35,-0.12,7.99
1210,-4.79,-0.73,10.91
1220,-5.11,-2.4,14.49
1230,-5.12,-4.89,15.9
1240,-4.56,-7.21,16.54
1250,-3.84,-8.52,16.42
1260,-3.53,-7.99,14.26
1270,-3.69,-6.19,11.35
1280,-4.03,-4.38,9.34
1290,-4.31,-3.5,8.92
1300,-4.41,-4.01,9.34
1310,-4.47,-5.57,10.54
1320,-4.47,-7.48,12.15
1330,-4.3,-9.88,13.42
1340,-3.95,-12.05,14.33
1350,-3.74,-13.12,14.09
1360,-3.68,-13.44,13.72
1370,-3.59,-13.12,13.55
1380,-3.68,-12.42,13.08
1390,-3.72,-11.9,12.75
1400,-3.61,-11.74,12.56
1410,-3.52,-11.77,11.91
1420,-3.39,-11.94,11.26
1430,-3.3,-11.98,10.76
1440,-3.38,-11.6,10.29
1450,-3.56,-10.87,9.9
1460,-3.67,-9.78,9.7
1470,-3.8,-8.39,9.64
1480,-4.04,-6.84,9.49
1490,-4.26,-5.51,9.3
1500,-4.41,-4.67,9.55
