timestamp,x,y,z
0,2.13,-1.68,10.06
10,2.09,-1.79,10.01
20,2.1,-1.83,9.99
30,2.11,-1.96,9.89
40,2.13,-1.97,9.73
50,2.08,-1.82,9.56
60,2.06,-1.78,9.63
70,2.12,-1.9,9.84
80,2.19,-2.07,9.95
90,2.19,-2.02,9.98
100,2.17,-1.89,9.88
110,2.17,-1.72,9.63
120,2.17,-1.47,9.28
130,2.19,-1.3,8.97
140,2.19,-1.27,8.73
150,2.23,-1.42,8.62
160,2.24,-1.65,8.69
170,2.24,-1.73,8.97
180,2.17,-1.73,9.23
190,2.15,-1.65,9.53
200,2.14,-1.57,9.79
210,2.07,-1.37,9.93
220,2.06,-1.32,9.97
230,2.12,-1.49,9.89
240,2.21,-1.81,9.69
250,2.25,-2.15,9.43
260,2.24,-2.41,9.2
270,2.21,-2.52,9.02
280,2.16,-2.53,8.83
290,2.1,-2.49,8.67
300,2.0,-2.53,8.62
310,1.88,-2.61,8.71
320,1.76,-2.7,8.69
330,1.69,-2.76,8.71
340,1.72,-2.97,8.7
350,1.82,-3.42,8.69
360,1.87,-4.07,8.63
370,1.83,-4.92,8.43
380,1.79,-5.89,8.31
390,1.67,-6.7,7.92
400,1.66,-7.74,8.12
410,1.68,-8.79,8.38
420,1.7,-9.19,8.29
430,1.81,-9.37,8.19
440,1.93,-9.97,8.47
450,1.97,-10.41,8.7
460,2.11,-10.98,8.56
470,2.21,-11.61,8.37
480,2.1,-11.67,7.85
490,1.85,-11.29,6.96
500,1.53,-10.47,6.24
510,1.26,-9.57,5.9
520,0.96,-8.55,5.53
530,0.67,-7.33,5.29
540,0.26,-6.34,5.58
550,-0.09,-5.54,6.49
560,-0.36,-4.76,7.57
570,-0.61,-4.14,8.92
580,-0.76,-3.83,10.3
590,-0.87,-3.74,10.83
600,-0.89,-3.5,10.89
610,-0.96,-3.0,10.68
620,-0.95,-2.28,10.24
630,-0.96,-1.27,9.4
640,-1.07,0.01,8.43
650,-1.11,1.03,7.86
660,-1.11,1.43,7.65
670,-0.93,1.41,8.02
680,-0.67,1.3,8.88
690,-0.51,1.81,9.29
700,-0.68,3.12,9.44
710,-0.84,4.8,9.49
720,-0.97,6.9,9.51
730,-0.96,9.01,9.18
740,-0.98,11.02,8.95
750,-0.93,12.67,8.61
760,-0.79,13.82,8.43
770,-0.62,14.05,9.0
780,-0.37,13.57,9.99
790,-0.23,13.28,10.88
800,-0.39,13.47,11.1
810,-0.55,13.93,11.12
820,-0.64,14.53,11.02
830,-0.8,15.12,10.59
840,-0.95,15.5,10.28
850,-1.11,15.38,10.2
860,-1.24,14.49,10.09
870,-1.33,12.71,9.71
880,-1.32,10.68,9.51
890,-1.25,8.94,10.0
900,-1.21,7.85,10.75
910,-1.22,7.38,10.78
920,-1.33,7.51,9.61
930,-1.52,7.89,7.43
940,-1.84,8.09,4.96
950,-2.39,7.51,2.79
960,-2.71,5.93,2.03
970,-2.75,3.99,4.23
980,-2.85,2.2,7.42
990,-2.95,0.57,9.88
1000,-2.9,-0.47,11.73
1010,-3.19,-0.38,11.97
1020,-3.78,0.29,10.11
1030,-4.38,0.53,8.5
1040,-4.68,0.04,8.3
1050,-4.97,-1.01,9.22
1060,-5.2,-2.33,10.84
1070,-5.07,-4.16,12.42
1080,-4.84,-6.19,13.26
1090,-4.36,-8.07,13.07
1100,-3.93,-9.76,12.41
1110,-3.81,-10.03,11.11
1120,-3.89,-9.41,9.52
1130,-4.07,-8.42,8.65
1140,-4.27,-7.63,9.05
1150,-4.44,-7.39,10.07
1160,-4.54,-7.95,11.18
1170,-4.53,-9.0,12.08
1180,-4.46,-10.24,12.58
1190,-4.35,-11.43,12.75
1200,-4.21,-12.52,12.49
1210,-3.98,-13.29,12.42
1220,-3.79,-13.52,12.0
1230,-3.62,-13.26,11.7
1240,-3.6,-12.96,11.26
1250,-3.6,-12.7,11.46
1260,-3.59,-12.46,11.05
1270,-3.56,-12.32,10.7
1280,-3.4,-12.25,10.7
1290,-3.26,-12.24,10.64
1300,-3.1,-12.29,10.69
1310,-2.9,-12.57,10.76
1320,-2.75,-12.73,10.64
1330,-2.79,-12.45,10.5
1340,-2.9,-11.95,10.5
1350,-3.01,-11.43,10.29
1360,-3.15,-10.77,9.96
1370,-3.28,-9.97,9.66
1380,-3.39,-8.97,9.32
1390,-3.6,-7.83,9.0
1400,-3.8,-6.76,8.61
1410,-3.98,-5.94,8.57
1420,-3.98,-5.46,9.26
1430,-3.99,-4.93,10.17
1440,-4.06,-4.04,10.43
1450,-4.1,-3.11,10.3
1460,-4.03,-2.24,10.16
1470,-3.92,-1.58,10.14
1480,-3.73,-1.02,10.17
1490,-3.58,-0.33,10.16
1500,-3.52,0.36,10.22
