timestamp,x,y,z
0,5.94,-0.16,7.85
10,5.99,-0.12,7.9
20,5.99,-0.11,7.78
30,6.03,-0.19,7.7
40,6.04,-0.27,7.68
50,6.04,-0.29,7.64
60,6.03,-0.28,7.52
70,6.04,-0.26,7.43
80,6.05,-0.25,7.42
90,6.11,-0.3,7.37
100,6.1,-0.45,7.34
110,6.12,-0.74,7.49
120,6.12,-1.02,7.75
130,6.1,-1.21,8.0
140,6.09,-1.33,8.11
150,6.02,-1.31,8.1
160,6.0,-1.14,8.13
170,5.97,-0.82,8.1
180,5.89,-0.45,7.98
190,5.88,-0.11,7.88
200,5.9,0.04,7.77
210,5.92,-0.03,7.67
220,5.98,-0.17,7.73
230,6.01,-0.4,7.79
240,6.01,-0.65,7.73
250,6.05,-0.89,7.75
260,6.08,-0.95,7.89
270,6.06,-0.77,8.07
280,6.05,-0.53,8.12
290,6.02,-0.29,8.1
300,6.04,-0.09,8.03
310,6.08,-0.01,7.95
320,6.14,-0.04,7.89
330,6.22,-0.13,7.92
340,6.3,-0.11,7.91
350,6.34,-0.06,7.78
360,6.32,0.04,7.64
370,6.24,0.22,7.65
380,6.13,0.59,7.72
390,5.99,0.99,7.78
400,5.83,1.37,7.76
410,5.6,1.78,7.84
420,5.48,2.23,8.14
430,5.24,2.69,8.0
440,5.01,3.21,7.46
450,4.79,3.98,6.62
460,4.5,4.84,5.68
470,4.17,5.42,4.85
480,3.94,5.86,3.99
490,3.6,6.26,3.11
500,3.19,6.36,2.17
510,2.81,6.2,1.06
520,2.43,5.42,-0.02
530,2.01,4.13,-0.7
540,1.93,2.64,-0.84
550,2.07,1.54,-0.31
560,2.12,1.14,0.25
570,2.04,0.87,0.4
580,1.82,0.1,0.61
590,1.4,-1.33,0.77
600,0.94,-3.01,1.39
610,0.63,-4.61,2.64
620,0.45,-5.71,4.47
630,0.37,-6.48,6.23
640,0.18,-7.1,7.83
650,-0.11,-7.45,8.96
660,-0.24,-8.44,9.76
670,-0.21,-9.91,11.1
680,0.43,-10.87,18.16
690,0.14,-13.13,14.15
700,0.37,-13.09,15.29
710,0.05,-12.8,15.14
720,-0.07,-12.43,16.01
730,-0.21,-11.59,17.45
740,-0.32,-10.42,18.47
750,-0.28,-9.48,18.45
760,-0.12,-8.77,17.15
770,0.14,-8.01,15.33
780,0.39,-7.44,13.87
790,0.64,-6.54,12.15
800,0.38,-4.46,12.47
810,0.05,-4.49,11.4
820,0.01,-3.74,10.76
830,0.12,-2.66,12.16
840,0.38,-2.47,13.65
850,1.04,-2.47,15.48
860,1.06,-2.86,13.51
870,1.14,-2.64,15.16
880,0.87,-2.43,15.91
890,0.48,-2.02,17.44
900,0.11,-1.33,18.21
910,-0.12,-0.48,18.56
920,0.15,0.42,18.13
930,0.54,1.23,17.7
940,0.9,1.91,17.67
950,1.1,2.73,17.44
960,0.98,3.8,17.05
970,0.75,4.82,16.58
980,0.6,5.56,15.9
990,0.48,6.3,15.04
1000,0.52,7.04,14.36
1010,0.58,7.92,13.45
1020,0.68,9.2,12.36
1030,0.79,10.35,11.27
1040,0.81,11.18,10.69
1050,0.87,11.83,10.2
1060,1.06,12.3,9.23
1070,1.25,12.36,8.03
1080,1.58,11.98,7.07
1090,1.89,11.26,6.67
1100,2.12,10.61,6.59
1110,2.22,10.24,6.31
1120,2.27,10.03,6.02
1130,2.35,9.92,5.51
1140,2.33,9.9,5.04
1150,2.26,9.17,4.99
1160,2.27,8.7,5.69
1170,2.42,7.36,6.09
1180,2.44,7.11,6.72
1190,2.51,6.56,7.17
1200,2.53,6.09,7.12
1210,2.56,5.95,6.68
1220,2.5,5.19,6.73
1230,2.51,5.21,7.49
1240,2.7,4.48,8.25
1250,2.61,3.37,8.27
1260,2.27,2.71,5.43
1270,1.88,1.82,3.17
1280,2.53,1.0,4.41
1290,2.1,2.17,4.86
1300,1.65,-2.19,6.94
1310,2.34,2.97,-5.83
1320,3.49,5.06,2.04
1330,2.21,2.6,4.86
1340,2.55,1.26,-0.83
1350,3.06,3.08,2.48
1360,1.91,1.68,4.13
1370,2.15,1.47,6.14
1380,2.53,-0.25,8.47
1390,3.14,-3.83,8.05
1400,3.32,-9.58,7.11
1410,4.38,-4.33,5.96
1420,4.76,-5.57,6.61
1430,4.09,-9.0,7.84
1440,4.85,-6.01,9.9
1450,5.17,-5.92,11.01
1460,5.04,-6.13,9.32
1470,5.29,-5.83,7.73
1480,5.43,-4.87,6.95
1490,5.52,-4.07,6.88
1500,5.55,-3.82,6.62
