timestamp,x,y,z
0,5.21,-1.09,8.16
10,5.18,-1.19,8.45
20,5.2,-1.39,8.74
30,5.21,-1.41,8.81
40,5.25,-1.44,8.58
50,5.27,-1.49,8.33
60,5.31,-1.49,8.32
70,5.29,-1.45,8.37
80,5.27,-1.36,8.33
90,5.24,-1.3,8.38
100,5.18,-1.18,8.48
110,5.17,-1.07,8.6
120,5.17,-1.03,8.61
130,5.18,-0.99,8.53
140,5.18,-0.96,8.46
150,5.23,-1.01,8.34
160,5.26,-1.11,8.15
170,5.25,-1.19,8.03
180,5.26,-1.22,8.11
190,5.27,-1.06,8.26
200,5.22,-0.87,8.24
210,5.24,-0.78,8.24
220,5.26,-0.74,8.24
230,5.26,-0.74,8.21
240,5.25,-0.79,8.2
250,5.2,-0.8,8.3
260,5.18,-0.66,8.43
270,5.15,-0.45,8.48
280,5.15,-0.28,8.38
290,5.13,-0.09,8.18
300,5.1,0.06,8.11
310,5.04,0.21,8.26
320,5.07,0.58,8.09
330,4.95,0.98,7.62
340,4.87,1.28,7.11
350,4.78,1.56,6.72
360,4.65,1.76,6.51
370,4.6,1.98,6.42
380,4.53,2.16,6.18
390,4.4,2.18,5.66
400,4.16,2.04,4.98
410,3.93,1.95,4.5
420,3.65,2.04,4.54
430,3.39,2.26,4.95
440,3.09,2.52,5.26
450,2.96,2.54,5.07
460,2.77,2.28,4.59
470,2.66,1.55,3.79
480,2.61,0.52,3.04
490,2.57,-0.45,2.78
500,2.6,-1.59,3.04
510,2.58,-2.71,3.67
520,2.5,-3.68,4.3
530,2.47,-4.66,4.45
540,2.48,-5.55,4.3
550,2.43,-6.54,4.19
560,2.44,-7.54,4.57
570,2.52,-8.34,5.6
580,2.49,-9.09,6.9
590,2.04,-9.56,8.61
600,1.73,-10.24,10.15
610,1.33,-10.96,11.42
620,1.03,-11.36,12.04
630,1.05,-11.64,11.84
640,1.1,-11.56,11.24
650,1.05,-10.93,10.88
660,0.94,-9.49,10.94
670,0.53,-7.75,11.16
680,0.12,-6.35,11.49
690,-0.15,-4.84,12.08
700,-0.33,-4.8,12.41
710,-0.11,-3.55,14.11
720,0.21,-5.66,13.73
730,0.83,-7.11,11.14
740,0.8,-5.72,11.26
750,0.48,-5.56,13.67
760,-0.07,-5.66,16.39
770,-0.7,-5.11,20.22
780,-1.25,-4.14,21.32
790,-1.35,-2.8,22.37
800,-1.23,-1.42,21.59
810,-0.86,-0.28,20.62
820,-0.38,0.34,19.72
830,-0.16,0.74,17.24
840,-0.1,0.78,14.3
850,0.1,0.38,12.43
860,0.41,0.08,12.24
870,0.72,0.26,13.12
880,1.02,0.6,13.94
890,1.22,0.71,14.32
900,1.28,1.34,13.8
910,1.37,2.07,12.6
920,1.53,2.54,11.37
930,1.62,2.71,10.52
940,1.69,2.89,10.36
950,1.75,3.41,10.71
960,1.68,4.1,11.14
970,1.48,4.81,11.51
980,1.46,5.62,11.75
990,1.47,5.99,11.99
1000,1.48,6.01,11.46
1010,1.98,5.63,10.03
1020,2.27,5.23,10.19
1030,2.4,5.6,9.84
1040,2.53,5.5,8.75
1050,2.57,5.6,8.19
1060,2.62,5.83,8.01
1070,2.66,6.01,7.58
1080,2.72,6.37,7.27
1090,2.85,6.5,7.27
1100,2.85,6.44,7.24
1110,2.83,6.09,7.24
1120,2.84,5.48,7.22
1130,2.9,4.72,6.92
1140,3.0,3.78,6.4
1150,3.03,3.07,6.16
1160,3.03,2.82,6.63
1170,2.94,2.93,6.96
1180,2.9,2.87,6.8
1190,2.95,2.62,6.48
1200,3.07,2.3,5.86
1210,3.15,1.69,5.05
1220,3.27,1.07,4.18
1230,3.35,0.79,3.7
1240,3.4,0.79,3.68
1250,3.32,1.04,3.74
1260,3.27,1.52,4.21
1270,3.37,2.0,4.76
1280,3.56,1.83,5.15
1290,3.7,1.03,5.0
1300,3.69,-0.13,4.72
1310,3.66,-0.95,4.13
1320,3.91,0.23,3.56
1330,3.73,-1.61,3.36
1340,3.86,-2.36,3.21
1350,3.96,-3.21,4.53
1360,4.25,-4.04,6.48
1370,4.68,-5.89,7.76
1380,4.91,-7.31,7.6
1390,5.01,-7.5,6.69
1400,5.19,-7.21,6.69
1410,5.19,-6.85,7.36
1420,5.19,-6.18,8.01
1430,5.42,-5.34,8.03
1440,5.58,-4.98,8.2
1450,5.71,-5.08,8.07
1460,5.83,-5.23,7.84
1470,5.86,-5.31,7.73
1480,5.81,-5.16,7.92
1490,5.71,-4.64,8.54
1500,5.59,-3.97,9.28
