timestamp,x,y,z
0,7.08,-3.33,9.07
10,8.22,-1.26,5.77
20,8.19,-0.82,5.74
30,8.15,-0.38,5.46
40,8.14,-0.1,5.05
50,8.18,0.04,4.85
60,8.2,-0.06,4.96
70,8.31,-0.39,5.21
80,8.34,-0.76,5.37
90,8.4,-1.03,5.32
100,8.4,-1.16,5.08
110,8.38,-1.05,5.02
120,8.38,-0.88,5.08
130,8.39,-0.73,5.23
140,8.42,-0.7,5.33
150,8.49,-0.94,5.4
160,8.54,-1.36,5.44
170,8.52,-1.63,5.54
180,8.51,-1.68,5.61
190,8.56,-1.49,5.59
200,8.6,-1.23,5.56
210,8.58,-0.95,5.55
220,8.62,-0.81,5.48
230,8.88,-1.0,5.51
240,9.1,-1.45,5.52
250,9.3,-2.01,5.33
260,9.42,-2.21,5.25
270,9.56,-2.06,5.54
280,9.71,-1.43,6.08
290,9.77,-0.53,6.73
300,9.79,0.51,7.33
310,9.72,1.35,7.78
320,9.68,1.99,8.27
330,9.64,2.3,8.59
340,9.58,2.45,8.56
350,9.51,2.59,8.38
360,9.43,2.84,8.3
370,9.32,3.25,8.32
380,9.09,3.87,8.28
390,8.8,4.47,8.27
400,8.43,4.93,7.92
410,7.91,5.32,6.96
420,7.37,5.75,5.73
430,6.85,6.4,4.84
440,6.48,7.01,4.21
450,6.38,7.47,3.81
460,6.15,7.89,3.67
470,5.75,7.6,3.89
480,5.13,6.93,4.26
490,4.79,8.4,3.34
500,4.34,7.09,3.69
510,3.71,6.88,2.22
520,3.4,6.56,2.49
530,3.09,6.19,2.7
540,2.83,5.14,2.3
550,2.68,3.93,1.49
560,2.7,2.61,0.51
570,2.6,1.09,0.19
580,2.53,-0.45,0.47
590,2.61,-1.86,1.29
600,2.46,-4.25,2.36
610,2.4,-5.59,3.16
620,2.42,-7.6,3.74
630,2.49,-9.8,4.83
640,3.02,-11.11,6.38
650,3.47,-11.46,7.91
660,3.59,-10.52,8.45
670,3.68,-9.21,7.24
680,3.58,-7.92,5.7
690,3.43,-6.9,5.29
700,3.39,-5.84,5.82
710,3.33,-5.07,5.66
720,3.14,-4.81,4.38
730,2.7,-4.65,3.35
740,2.38,-4.7,2.64
750,2.19,-5.28,3.16
760,2.12,-5.94,5.34
770,1.96,-6.26,7.39
780,1.79,-6.29,8.76
790,1.98,-6.5,9.25
800,2.28,-6.51,8.64
810,1.92,-5.92,7.28
820,1.66,-5.57,6.05
830,1.33,-5.52,5.82
840,1.01,-6.21,7.16
850,0.81,-6.6,9.13
860,0.86,-7.27,10.03
870,0.66,-8.73,10.28
880,1.63,-6.36,10.22
890,1.56,-7.71,8.24
900,0.92,-12.05,7.36
910,2.04,-7.27,7.07
920,1.12,-10.99,11.91
930,0.32,-8.83,16.46
940,0.53,-2.84,22.22
950,-0.06,-2.72,21.37
960,-1.05,-2.11,17.61
970,-0.19,-0.91,13.68
980,1.51,-0.75,14.24
990,1.64,-3.55,14.54
1000,1.35,-5.63,13.82
1010,0.9,-6.79,15.05
1020,-0.47,-5.57,23.56
1030,-1.25,-7.99,30.25
1040,-2.8,-5.81,29.55
1050,-3.15,-2.74,27.06
1060,-2.02,-0.73,24.64
1070,-1.0,-0.17,19.85
1080,-0.75,0.83,15.72
1090,-1.19,2.89,12.94
1100,-2.06,6.45,13.39
1110,-2.73,9.69,12.49
1120,-3.01,9.26,14.7
1130,-2.22,8.95,15.87
1140,-1.46,9.47,15.57
1150,-1.76,9.37,14.89
1160,-1.38,7.59,12.9
1170,0.11,9.07,10.55
1180,0.79,10.98,9.27
1190,1.09,10.41,9.93
1200,1.36,9.63,11.28
1210,2.01,8.73,11.13
1220,2.59,8.37,8.65
1230,3.37,8.5,6.27
1240,4.14,8.86,4.85
1250,4.66,9.31,4.19
1260,4.91,9.83,4.4
1270,5.03,10.18,4.95
1280,5.0,10.5,5.62
1290,5.01,10.57,6.34
1300,5.05,10.52,6.85
1310,5.12,10.6,6.98
1320,5.05,10.45,6.59
1330,5.06,10.06,5.77
1340,5.07,9.25,5.31
1350,5.29,8.45,5.62
1360,5.49,7.75,6.16
1370,5.41,7.44,6.15
1380,5.4,7.2,5.99
1390,5.33,7.19,5.76
1400,5.3,6.96,5.77
1410,5.36,7.51,5.77
1420,5.2,5.08,6.58
1430,5.12,5.13,6.25
1440,4.89,4.99,6.69
1450,4.54,4.51,7.39
1460,4.31,3.87,7.66
1470,4.06,3.37,7.39
1480,3.42,3.23,4.59
1490,3.57,2.39,3.21
1500,3.26,2.79,2.93
