timestamp,x,y,z
0,5.27,-0.47,7.95
10,5.28,-0.4,7.55
20,5.25,-0.42,7.56
30,5.29,-0.4,7.88
40,5.24,-0.42,8.14
50,5.22,-0.53,8.52
60,5.2,-0.6,8.95
70,5.25,-0.83,9.16
80,5.28,-1.06,8.96
90,5.32,-1.29,8.69
100,5.35,-1.32,8.56
110,5.34,-1.17,8.42
120,5.35,-0.97,8.32
130,5.36,-0.83,8.37
140,5.37,-0.7,8.45
150,5.4,-0.72,8.48
160,5.44,-0.86,8.47
170,5.47,-1.04,8.47
180,5.43,-1.18,8.5
190,5.35,-1.01,8.58
200,5.26,-0.61,8.65
210,5.17,-0.29,8.86
220,5.15,-0.03,9.07
230,4.99,0.23,8.94
240,4.89,0.22,8.47
250,4.77,0.65,8.29
260,4.69,1.38,8.43
270,4.47,2.26,8.09
280,4.33,3.0,7.25
290,4.27,3.56,6.07
300,4.24,3.8,4.72
310,4.2,3.7,3.86
320,4.06,3.77,3.43
330,4.02,3.71,3.16
340,3.72,3.73,3.05
350,3.42,4.13,2.92
360,3.13,4.8,2.88
370,2.77,5.24,2.69
380,2.54,4.69,2.44
390,2.38,3.68,2.73
400,2.22,2.74,2.85
410,2.04,1.39,2.42
420,1.84,-0.39,2.05
430,1.66,-1.94,2.18
440,1.61,-2.72,2.29
450,1.45,-3.24,2.36
460,1.28,-4.43,2.66
470,1.06,-6.34,3.71
480,1.06,-8.29,5.34
490,1.14,-9.97,7.79
500,1.1,-11.25,10.27
510,1.19,-11.92,11.79
520,1.17,-12.09,12.04
530,0.98,-11.73,11.46
540,0.88,-11.09,10.68
550,0.67,-10.54,10.54
560,0.59,-10.0,10.54
570,0.44,-9.67,10.27
580,0.39,-9.61,9.97
590,0.28,-9.4,10.3
600,0.16,-8.14,11.01
610,-0.57,-8.38,11.66
620,-0.95,-6.37,14.71
630,-2.14,-6.5,17.41
640,-1.87,-8.95,17.42
650,-1.84,-6.67,19.09
660,-1.91,-2.57,17.26
670,-0.76,-3.61,15.67
680,-0.14,-4.61,15.85
690,-0.09,-5.08,15.52
700,-0.17,-4.75,16.12
710,-0.45,-4.03,17.38
720,-0.72,-3.15,18.51
730,-0.6,-2.66,18.68
740,-0.29,-2.7,18.02
750,0.03,-3.22,17.27
760,0.19,-3.75,15.67
770,0.32,-3.45,14.51
780,0.36,-3.42,15.11
790,-0.05,-2.73,15.29
800,-0.23,-1.33,14.59
810,-0.05,0.17,14.24
820,0.17,1.23,13.41
830,0.67,1.78,12.48
840,1.07,1.88,11.73
850,1.57,1.88,11.08
860,1.73,2.02,10.47
870,1.83,2.11,9.9
880,1.84,2.44,9.51
890,1.72,3.3,9.54
900,1.76,4.63,10.15
910,1.84,5.81,10.83
920,1.84,6.75,11.27
930,1.7,7.3,11.05
940,1.49,6.9,10.59
950,1.42,6.08,10.94
960,1.54,5.68,12.85
970,1.68,5.62,14.79
980,1.8,5.31,15.24
990,1.8,5.41,14.45
1000,1.85,5.65,12.86
1010,1.96,5.58,9.76
1020,2.3,5.35,6.76
1030,2.55,5.53,6.07
1040,2.7,5.17,4.87
1050,2.86,4.69,3.32
1060,2.98,4.84,3.46
1070,3.04,5.07,4.79
1080,2.93,4.87,5.65
1090,2.84,4.63,6.04
1100,2.81,4.35,6.85
1110,2.9,3.82,8.24
1120,3.07,3.03,9.37
1130,3.0,2.18,9.5
1140,2.83,1.88,8.17
1150,2.83,2.08,6.01
1160,3.13,1.81,4.38
1170,3.31,1.48,3.08
1180,3.42,1.49,2.38
1190,3.43,1.87,2.53
1200,3.5,1.85,3.04
1210,3.52,1.5,3.31
1220,3.53,1.01,3.43
1230,3.5,0.53,3.79
1240,3.47,0.39,4.28
1250,3.41,0.27,4.71
1260,3.19,-0.77,4.97
1270,3.58,1.34,4.74
1280,3.48,-0.99,5.44
1290,3.95,-1.24,5.9
1300,4.3,-2.41,6.93
1310,4.58,-4.06,7.61
1320,4.89,-5.93,6.98
1330,5.09,-6.69,5.75
1340,5.28,-6.57,5.07
1350,5.46,-6.01,4.83
1360,5.66,-5.73,4.35
1370,5.89,-5.66,4.28
1380,6.05,-5.56,5.42
1390,6.17,-5.73,6.7
1400,6.1,-5.7,6.68
1410,6.04,-5.26,6.75
1420,5.99,-4.25,7.42
1430,5.93,-3.36,7.98
1440,5.88,-2.84,8.22
1450,5.84,-2.74,8.52
1460,5.88,-3.09,8.96
1470,5.92,-3.62,9.41
1480,5.87,-4.28,9.54
1490,5.66,-4.37,9.46
1500,5.46,-3.99,9.67
