timestamp,x,y,z
0,5.46,2.14,6.33
10,5.42,2.33,5.46
20,5.29,2.32,4.61
30,5.2,2.13,4.23
40,5.16,1.85,4.8
50,5.14,1.53,5.92
60,5.07,1.1,6.71
70,4.88,0.79,6.96
80,4.69,0.72,7.02
90,4.53,1.04,6.83
100,4.43,1.86,6.29
110,4.44,2.62,5.38
120,4.28,3.16,4.9
130,4.29,2.38,4.65
140,4.29,1.02,5.18
150,4.22,-0.23,5.51
160,4.26,-1.38,5.46
170,4.26,-2.51,5.25
180,4.25,-3.24,5.21
190,4.0,-3.49,5.5
200,3.64,-3.16,6.0
210,3.1,-2.15,6.39
220,2.56,-1.24,6.39
230,2.2,-0.69,6.27
240,1.94,-0.64,6.2
250,1.81,-1.0,6.35
260,1.81,-1.48,6.41
270,1.72,-1.87,6.05
280,1.63,-2.27,5.1
290,1.62,-2.41,4.18
300,1.88,-2.2,3.31
310,2.16,-1.69,2.66
320,2.18,-1.63,3.08
330,2.05,-2.08,4.69
340,1.72,-2.49,6.21
350,1.17,-3.09,7.71
360,0.76,-3.85,8.96
370,0.4,-4.75,9.68
380,0.17,-5.59,10.28
390,0.06,-6.4,11.29
400,0.25,-7.24,13.01
410,0.92,-8.16,14.93
420,0.51,-9.82,16.62
430,0.28,-9.86,18.88
440,-0.58,-10.72,19.82
450,-1.2,-11.97,19.04
460,-1.62,-7.47,20.46
470,-1.8,-4.97,20.11
480,-0.96,-3.53,18.54
490,-0.22,-3.13,16.96
500,-0.06,-3.51,15.32
510,-0.32,-3.82,14.15
520,-0.76,-2.62,14.2
530,-1.34,-1.25,14.91
540,-1.93,0.14,15.48
550,-2.29,1.64,15.58
560,-2.04,2.06,16.66
570,-1.46,2.06,17.59
580,-0.88,1.73,17.24
590,-0.08,0.87,16.14
600,0.45,-0.23,14.92
610,0.51,-0.73,13.51
620,0.23,-0.34,12.38
630,-0.06,0.87,12.79
640,-0.11,1.43,13.33
650,-0.14,2.36,14.62
660,0.08,2.49,15.5
670,0.27,2.6,15.77
680,0.52,2.96,15.04
690,0.97,2.87,13.5
700,1.28,2.41,11.81
710,1.51,2.05,10.15
720,1.72,1.89,8.87
730,1.81,1.99,8.01
740,1.63,2.29,7.44
750,1.59,2.61,6.9
760,1.58,3.9,8.06
770,1.55,5.27,9.2
780,1.69,6.42,10.32
790,1.74,7.34,11.36
800,1.91,7.75,12.09
810,1.95,8.02,11.98
820,2.09,7.87,11.71
830,1.89,7.66,9.84
840,2.13,6.35,8.83
850,2.28,4.94,8.44
860,2.41,4.01,7.65
870,2.5,3.28,6.99
880,2.69,3.34,5.06
890,3.0,4.07,5.55
900,2.82,6.08,6.14
910,2.85,6.97,6.89
920,2.92,7.14,7.5
930,2.8,7.5,7.78
940,2.8,6.72,8.3
950,2.64,5.79,7.08
960,2.66,5.44,5.98
970,2.83,5.54,6.17
980,2.96,5.92,6.73
990,3.1,5.81,7.02
1000,3.26,5.05,7.11
1010,3.42,4.3,7.98
1020,3.33,3.69,6.53
1030,3.81,1.97,5.16
1040,3.74,2.24,5.5
1050,3.73,2.91,5.96
1060,3.66,3.05,6.04
1070,3.69,3.5,6.38
1080,3.67,4.12,6.77
1090,3.68,4.04,6.61
1100,3.76,3.93,5.38
1110,3.76,4.07,3.58
1120,3.87,4.16,2.46
1130,3.99,3.74,2.56
1140,4.1,2.42,3.26
1150,4.16,1.05,4.1
1160,4.24,0.28,4.94
1170,4.17,-0.26,5.62
1180,4.33,0.34,5.94
1190,4.13,0.08,5.85
1200,4.17,1.15,6.01
1210,4.14,2.17,7.17
1220,4.3,1.7,7.65
1230,4.49,0.23,6.14
1240,4.8,-1.11,4.46
1250,5.09,-2.28,4.14
1260,5.27,-3.62,4.01
1270,5.4,-4.61,3.78
1280,5.68,-4.85,4.2
1290,5.89,-4.54,5.3
1300,6.01,-4.06,6.25
1310,6.12,-3.26,6.68
1320,6.1,-2.51,6.76
1330,6.13,-2.19,6.68
1340,6.28,-2.0,6.99
1350,6.38,-1.92,7.47
1360,6.51,-2.14,7.74
1370,6.61,-2.52,7.7
1380,6.66,-2.94,7.64
1390,6.65,-3.26,7.62
1400,6.61,-3.37,7.6
1410,6.49,-3.2,7.69
1420,6.4,-2.95,8.11
1430,6.33,-2.54,8.81
1440,6.28,-1.99,9.31
1450,6.17,-1.4,9.85
1460,6.04,-0.86,10.34
1470,5.92,-0.5,10.62
1480,5.85,-0.36,10.47
1490,5.76,-0.38,9.94
1500,5.78,-0.58,9.54
