timestamp,x,y,z
0,5.93,-0.02,7.77
10,5.91,0.05,7.76
20,5.9,0.08,7.79
30,5.89,0.26,7.89
40,5.9,0.49,8.14
50,5.91,0.57,8.28
60,5.89,0.61,8.18
70,5.94,0.47,8.04
80,5.98,0.18,7.89
90,6.0,0.03,7.7
100,6.03,-0.06,7.56
110,6.06,-0.11,7.65
120,6.06,0.07,7.87
130,6.05,0.22,7.99
140,6.06,0.37,8.09
150,6.03,0.59,8.24
160,6.0,0.76,8.37
170,5.96,0.81,8.51
180,5.97,0.94,8.48
190,5.99,1.08,8.22
200,5.91,1.19,7.79
210,5.7,1.42,7.69
220,5.52,1.89,7.65
230,5.29,2.7,7.51
240,4.97,3.53,7.34
250,4.72,4.56,6.99
260,4.52,5.2,6.53
270,4.41,5.39,5.95
280,4.37,5.13,5.39
290,4.39,4.42,4.87
300,4.31,3.62,4.48
310,4.26,2.97,4.11
320,4.01,2.59,3.77
330,3.73,2.59,3.53
340,3.4,2.79,3.63
350,3.28,3.66,3.98
360,3.1,4.4,4.02
370,2.92,4.54,3.37
380,2.79,4.02,2.21
390,2.47,3.01,1.04
400,2.21,1.79,-0.12
410,1.88,0.56,-1.05
420,1.49,-0.62,-1.48
430,1.14,-2.07,-1.02
440,0.88,-3.84,0.57
450,0.79,-5.08,1.63
460,0.46,-6.1,3.39
470,0.62,-7.56,5.36
480,0.8,-9.6,7.85
490,0.85,-11.28,10.33
500,0.77,-12.43,11.92
510,0.61,-12.83,12.59
520,0.61,-13.1,12.82
530,0.61,-13.08,13.32
540,0.7,-13.02,13.99
550,0.62,-12.77,14.58
560,0.58,-12.12,14.73
570,0.62,-10.84,14.06
580,0.61,-9.52,12.61
590,0.62,-8.4,11.34
600,0.43,-7.44,10.75
610,0.3,-6.07,10.13
620,-0.56,-7.14,10.11
630,-0.83,-1.82,12.52
640,-1.51,-7.03,13.0
650,-1.33,-4.73,13.99
660,-1.19,-2.37,16.63
670,-0.25,-2.8,17.35
680,0.72,-3.95,15.37
690,1.05,-5.41,12.84
700,0.63,-6.29,11.92
710,-0.06,-6.16,13.5
720,-0.82,-6.12,17.44
730,-1.57,-4.6,19.13
740,-1.97,-3.25,19.92
750,-1.64,-1.52,19.57
760,-0.78,0.03,17.89
770,0.02,0.37,15.78
780,0.17,-0.08,14.29
790,-0.13,0.26,12.78
800,-0.26,0.87,13.14
810,-0.22,1.33,14.36
820,-0.43,2.08,14.96
830,0.05,3.11,14.59
840,0.93,3.78,13.87
850,1.62,4.0,12.49
860,1.94,3.88,10.94
870,2.08,4.04,10.42
880,1.95,4.46,10.93
890,1.8,4.62,11.58
900,1.53,4.32,11.79
910,1.26,3.95,11.51
920,1.19,3.7,11.06
930,1.13,3.37,10.95
940,1.23,3.56,11.62
950,1.37,4.52,12.76
960,1.43,5.27,12.82
970,1.67,5.71,12.28
980,1.87,5.61,11.51
990,2.15,4.84,10.65
1000,2.43,4.03,9.88
1010,2.48,3.18,9.06
1020,2.36,2.26,6.68
1030,2.59,0.69,7.5
1040,2.47,0.59,9.92
1050,2.56,0.26,10.6
1060,2.46,0.62,10.88
1070,2.53,1.71,10.98
1080,2.48,2.83,10.79
1090,2.39,3.76,9.82
1100,2.19,4.72,8.28
1110,2.17,5.32,7.17
1120,2.3,5.37,6.56
1130,2.64,4.95,5.89
1140,2.96,4.33,5.09
1150,3.11,3.72,4.61
1160,3.35,2.87,4.36
1170,3.52,3.28,3.11
1180,3.46,2.97,2.97
1190,3.61,1.98,1.52
1200,3.6,1.75,1.04
1210,3.78,2.32,1.75
1220,3.92,2.3,2.51
1230,4.03,1.84,2.78
1240,4.03,1.43,2.63
1250,4.04,1.24,1.07
1260,4.38,3.43,-0.61
1270,4.03,-0.24,-0.39
1280,3.93,-1.1,0.31
1290,3.89,-1.08,3.27
1300,3.96,-1.99,7.55
1310,4.49,-4.48,10.82
1320,4.83,-5.87,10.6
1330,4.64,-7.55,8.86
1340,4.87,-7.68,6.94
1350,5.09,-7.92,6.67
1360,5.01,-8.11,7.29
1370,5.06,-6.78,8.91
1380,5.32,-5.55,11.19
1390,5.59,-5.08,11.41
1400,5.8,-4.83,9.95
1410,5.94,-4.6,7.62
1420,6.01,-4.44,6.28
1430,6.0,-4.3,6.44
1440,5.84,-3.98,6.76
1450,5.73,-3.5,7.76
1460,5.66,-3.11,9.56
1470,5.65,-2.83,11.36
1480,5.62,-3.0,11.95
1490,5.58,-3.05,10.86
1500,5.5,-2.97,9.33
