timestamp,x,y,z
0,1.05,-1.1,9.65
10,1.1,-1.19,9.7
20,1.07,-1.32,9.66
30,1.07,-1.52,9.61
40,1.05,-1.65,9.59
50,1.02,-1.65,9.49
60,1.03,-1.55,9.46
70,1.06,-1.38,9.5
80,1.01,-1.16,9.49
90,1.09,-0.91,9.41
100,1.08,-0.89,9.56
110,1.1,-0.89,9.65
120,1.11,-1.18,9.62
130,1.11,-1.53,9.57
140,1.19,-1.79,9.56
150,1.2,-1.87,9.5
160,1.2,-1.8,9.4
170,1.2,-1.67,9.39
180,1.16,-1.42,9.32
190,1.13,-1.26,9.26
200,1.08,-1.25,9.25
210,1.07,-1.38,9.22
220,1.1,-1.64,9.27
230,1.13,-1.96,9.31
240,1.17,-2.21,9.16
250,1.26,-2.43,8.73
260,1.35,-2.57,8.14
270,1.39,-2.54,7.74
280,1.41,-2.49,7.49
290,1.45,-2.43,7.0
300,1.42,-2.52,6.47
310,1.38,-2.61,6.17
320,1.36,-2.76,6.02
330,1.25,-2.95,5.92
340,1.11,-3.2,5.62
350,0.95,-3.32,5.26
360,0.85,-3.45,4.97
370,0.92,-3.65,4.86
380,1.0,-7.36,-0.62
390,1.1,-4.07,3.84
400,1.2,-4.09,3.38
410,1.3,-3.88,2.93
420,1.37,-4.02,2.25
430,1.32,-4.04,1.44
440,0.97,-3.76,0.85
450,0.62,-3.64,0.35
460,0.25,-3.28,1.61
470,-0.34,-2.44,2.04
480,-1.04,-1.56,2.74
490,-1.68,-0.99,3.4
500,-2.25,-0.25,4.32
510,-2.44,-0.09,5.96
520,-2.65,-0.14,7.97
530,-2.93,0.2,9.53
540,-3.24,0.51,10.13
550,-3.56,0.47,10.08
560,-3.77,0.09,9.93
570,-3.89,-0.31,9.62
580,-3.98,-0.79,9.16
590,-4.0,-1.02,8.88
600,-4.21,-0.99,9.2
610,-4.48,-0.57,9.86
620,-4.67,-0.17,10.87
630,-4.79,0.1,11.79
640,-4.96,0.49,12.46
650,-5.11,0.56,13.62
660,-5.27,0.21,14.93
670,-5.43,-0.06,15.88
680,-5.57,0.24,16.51
690,-5.62,1.01,17.21
700,-5.51,1.75,17.66
710,-5.22,2.39,17.63
720,-4.87,2.93,17.47
730,-4.57,3.06,17.23
740,-4.31,2.59,16.47
750,-4.08,1.55,15.47
760,-3.89,0.86,14.57
770,-3.73,0.14,13.25
780,-3.69,0.15,12.39
790,-3.71,0.5,13.01
800,-3.78,1.06,14.09
810,-3.86,1.26,15.22
820,-3.86,1.08,15.85
830,-3.89,0.85,15.69
840,-3.93,0.12,15.51
850,-4.03,-0.96,14.85
860,-4.15,-1.68,14.0
870,-4.24,-1.92,13.51
880,-4.19,-2.2,13.08
890,-4.13,-2.03,12.79
900,-4.1,-1.61,13.15
910,-4.14,-1.07,13.62
920,-4.02,-0.83,13.38
930,-3.91,-0.92,12.98
940,-3.84,-1.33,12.76
950,-3.9,-2.15,12.76
960,-4.03,-2.97,13.04
970,-4.27,-3.55,13.39
980,-4.41,-3.8,13.91
990,-4.41,-3.57,13.92
1000,-4.36,-2.94,13.48
1010,-4.28,-2.04,13.17
1020,-4.11,-1.53,12.44
1030,-3.95,-1.22,11.33
1040,-3.89,-0.56,10.47
1050,-3.79,0.25,10.43
1060,-3.59,0.93,10.52
1070,-3.34,1.43,10.21
1080,-3.06,1.47,9.85
1090,-2.75,1.38,9.39
1100,-2.43,1.15,8.83
1110,-2.21,0.97,8.06
1120,-2.22,0.8,7.99
1130,-2.14,0.36,8.91
1140,-2.0,-0.08,9.75
1150,-1.81,-0.13,9.52
1160,-1.7,0.06,8.99
1170,-1.6,0.1,9.05
1180,-1.57,0.01,9.25
1190,-1.53,-0.06,9.0
1200,-1.46,-0.17,8.4
1210,0.61,0.0,0.0
1220,-1.18,-0.32,7.25
1230,-1.06,-0.38,7.24
1240,-0.91,-0.14,7.42
1250,-0.84,0.55,7.65
1260,-0.66,1.44,7.9
1270,-0.39,2.2,7.75
1280,-0.11,2.47,7.24
1290,0.12,2.47,6.5
1300,0.2,2.28,6.09
1310,0.37,2.05,6.23
1320,0.47,1.68,6.33
1330,0.52,1.07,6.4
1340,0.57,0.67,6.62
1350,0.64,0.36,7.24
1360,0.81,0.23,7.67
1370,0.89,0.5,7.61
1380,1.03,0.83,7.38
1390,1.13,1.13,7.15
1400,1.23,1.13,6.91
1410,1.28,0.85,6.77
1420,1.35,0.45,6.67
1430,1.45,0.22,6.78
1440,1.58,0.22,6.85
1450,1.65,0.31,6.58
1460,1.77,0.44,6.22
1470,1.8,0.56,6.33
1480,1.78,0.62,6.99
1490,1.76,0.54,7.72
1500,1.73,0.38,8.15
