timestamp,x,y,z
0,1.2,-1.42,9.64
10,1.21,-1.41,9.68
20,1.26,-1.37,9.68
30,1.24,-1.17,9.63
40,1.25,-0.87,9.5
50,1.29,-0.57,9.26
60,1.31,-0.39,9.36
70,1.29,-0.42,9.64
80,1.28,-0.68,9.84
90,1.27,-1.05,9.79
100,1.25,-1.37,9.64
110,1.24,-1.46,9.53
120,1.23,-1.35,9.46
130,1.26,-1.16,9.51
140,1.25,-0.91,9.68
150,1.26,-0.73,9.73
160,1.23,-0.66,9.72
170,1.27,-0.71,9.66
180,1.23,-0.82,9.73
190,1.23,-0.97,9.85
200,1.23,-1.17,9.81
210,1.22,-1.36,9.69
220,1.2,-1.44,9.61
230,1.19,-1.41,9.55
240,1.21,-1.35,9.47
250,1.25,-1.32,9.43
260,1.34,-1.3,9.36
270,1.46,-1.21,9.18
280,1.58,-1.25,8.79
290,1.7,-1.51,8.2
300,1.79,-1.87,7.7
310,1.77,-2.05,7.06
320,1.76,-2.08,6.58
330,1.68,-2.19,6.32
340,1.59,-2.53,6.32
350,1.53,-2.81,6.27
360,1.44,-3.12,6.21
370,1.36,-3.28,6.03
380,1.32,-3.11,5.66
390,1.33,-2.9,5.2
400,1.54,-2.89,4.72
410,1.78,-2.88,4.07
420,1.86,-2.9,3.37
430,1.93,-3.1,2.84
440,1.95,-3.26,2.42
450,1.81,-3.19,1.99
460,1.59,-3.18,2.03
470,1.22,-2.95,1.43
480,0.92,-2.64,1.38
490,0.74,-2.15,2.25
500,0.42,-1.2,2.29
510,0.07,-0.39,2.58
520,-0.28,0.46,3.22
530,-0.48,0.74,4.04
540,-0.66,0.3,4.69
550,-0.97,-0.92,5.01
560,-1.29,-2.23,5.2
570,-1.73,-3.18,5.4
580,-2.23,-3.62,5.91
590,-2.72,-3.55,6.78
600,-3.33,-3.11,7.98
610,-3.79,-2.57,9.74
620,-4.34,-1.67,10.95
630,-4.82,-1.22,11.51
640,-4.89,-1.04,12.11
650,-5.03,-0.3,12.15
660,-5.18,0.84,12.69
670,-5.07,1.85,13.65
680,-5.21,2.77,13.82
690,-5.37,3.38,14.21
700,-5.66,3.4,14.98
710,-5.88,2.56,15.72
720,-5.91,1.62,16.09
730,-5.77,0.77,16.16
740,-5.79,-0.1,16.52
750,-5.75,-0.55,17.19
760,-5.66,-0.2,17.44
770,-5.5,0.47,17.11
780,-5.35,0.84,16.42
790,-5.16,0.9,15.5
800,-4.92,0.95,14.4
810,-4.68,0.86,13.46
820,-4.43,0.49,12.65
830,-4.28,0.09,11.94
840,-4.24,-0.28,11.72
850,-4.32,-0.73,11.96
860,-4.36,-1.05,12.33
870,-4.47,-1.37,13.01
880,-4.6,-1.83,13.6
890,-4.64,-2.14,13.72
900,-4.7,-2.15,13.75
910,-4.79,-2.3,13.93
920,-4.77,-2.22,13.7
930,-4.74,-1.76,13.41
940,-4.78,-1.4,13.46
950,-4.8,-1.27,13.61
960,-4.85,-1.45,13.74
970,-4.95,-2.14,14.17
980,-4.98,-3.01,14.79
990,-5.06,-3.92,15.45
1000,-5.15,-4.73,16.21
1010,-5.16,-5.16,16.34
1020,-5.11,-5.1,15.65
1030,-5.12,-4.81,14.79
1040,-5.07,-4.21,13.87
1050,-5.04,-3.21,13.16
1060,-4.92,-2.08,12.6
1070,-4.76,-1.04,12.16
1080,-4.61,-0.5,12.06
1090,-4.45,-0.38,12.08
1100,-4.35,-0.55,11.88
1110,-4.28,-0.59,11.51
1120,-4.13,-0.31,10.92
1130,-4.0,0.07,10.59
1140,-3.81,0.35,10.64
1150,-3.54,0.76,10.69
1160,-3.22,1.2,10.74
1170,-2.94,1.39,10.54
1180,-2.63,1.52,9.75
1190,-2.33,1.51,8.54
1200,-2.07,1.38,7.26
1210,-1.82,0.81,6.46
1220,-1.48,0.46,6.08
1230,-1.18,0.47,5.98
1240,-0.82,0.63,6.04
1250,-0.71,1.06,6.24
1260,-0.52,1.2,7.05
1270,-0.39,1.08,7.07
1280,-0.27,0.79,6.36
1290,-0.11,0.6,5.84
1300,-0.05,0.67,5.63
1310,0.11,0.91,5.46
1320,0.43,0.96,4.94
1330,0.68,0.85,4.3
1340,0.9,0.64,4.26
1350,1.09,0.92,4.87
1360,1.09,1.38,5.77
1370,1.17,1.51,6.72
1380,1.36,1.08,6.78
1390,1.52,0.2,6.22
1400,1.6,-0.68,5.92
1410,1.63,-1.16,5.93
1420,1.66,-1.13,5.99
1430,1.75,-0.75,5.85
1440,1.85,-0.15,5.91
1450,1.93,0.41,6.1
1460,1.97,0.83,6.07
1470,1.97,0.67,6.28
1480,1.89,0.11,6.9
1490,1.75,-0.32,7.34
1500,1.8,-0.54,7.38
