timestamp,x,y,z
0,1.47,-0.83,9.17
10,1.5,-1.02,9.15
20,1.49,-1.02,9.28
30,1.53,-1.11,9.37
40,1.58,-1.18,9.38
50,1.63,-1.3,9.62
60,1.6,-1.49,9.89
70,1.59,-1.51,9.95
80,1.53,-1.28,9.87
90,1.5,-1.05,9.68
100,1.46,-0.84,9.54
110,1.43,-0.81,9.66
120,1.35,-0.95,10.07
130,1.24,-1.14,10.66
140,1.15,-1.17,11.08
150,1.11,-1.25,11.26
160,1.12,-1.38,11.11
170,1.17,-1.19,10.55
180,1.2,-0.85,9.81
190,1.29,-0.61,9.29
200,1.37,-0.56,9.04
210,1.41,-0.72,9.13
220,1.41,-1.06,9.46
230,1.36,-1.42,9.7
240,1.33,-1.64,9.69
250,1.34,-1.71,9.65
260,1.36,-1.7,9.53
270,1.42,-1.66,9.32
280,1.49,-1.52,8.9
290,1.54,-1.32,8.49
300,1.64,-1.13,8.18
310,1.77,-1.15,7.96
320,1.83,-1.33,7.75
330,1.82,-1.6,7.36
340,1.68,-1.88,7.01
350,1.58,-2.14,6.63
360,1.41,-2.25,6.43
370,1.22,-2.4,6.11
380,1.05,-2.34,5.87
390,1.01,-2.32,5.64
400,1.01,-2.31,5.35
410,1.08,-2.33,4.83
420,1.28,-2.46,4.15
430,1.5,-2.83,3.44
440,1.66,-3.23,2.98
450,1.73,-3.6,2.78
460,1.75,-3.98,2.7
470,1.7,-4.43,2.39
480,1.57,-4.67,1.78
490,1.29,-4.46,1.06
500,0.89,-3.75,0.72
510,0.59,-2.82,1.02
520,0.25,-2.21,2.04
530,-0.19,-1.52,3.33
540,-0.66,-0.97,4.76
550,-1.12,-0.33,6.36
560,-1.47,0.1,7.76
570,-1.88,0.41,8.71
580,-2.2,0.21,9.09
590,-2.54,-0.21,9.19
600,-2.99,-0.44,9.68
610,-3.22,-1.22,10.64
620,-3.37,-1.82,11.04
630,-3.51,-1.47,10.31
640,-3.58,-0.46,9.72
650,-3.77,0.34,9.91
660,-4.02,0.88,10.75
670,-4.18,1.23,11.85
680,-4.38,1.48,13.15
690,-4.52,1.44,14.3
700,-4.6,1.0,14.76
710,-4.61,0.3,14.5
720,-4.6,-0.17,13.71
730,-4.7,-0.42,12.81
740,-4.82,-0.42,12.5
750,-4.87,-0.61,12.98
760,-4.86,-0.49,13.76
770,-4.82,0.04,14.55
780,-4.8,0.53,15.01
790,-4.73,1.1,14.73
800,-4.65,1.58,13.84
810,-4.62,1.63,13.04
820,-4.59,1.4,12.85
830,-4.51,0.96,13.09
840,-4.32,0.63,13.34
850,-4.2,0.3,13.39
860,-4.06,0.14,12.87
870,-3.96,0.0,11.98
880,-3.89,-0.22,11.24
890,-3.82,-0.3,10.74
900,-3.85,-0.35,10.67
910,-3.81,-0.3,10.89
920,-3.8,0.02,11.02
930,-3.81,0.34,11.27
940,-3.84,0.64,11.66
950,-4.02,1.04,12.1
960,-4.16,1.06,12.9
970,-4.31,0.76,13.54
980,-4.42,0.13,13.99
990,-4.47,-0.72,14.52
1000,-4.52,-1.14,14.96
1010,-4.6,-1.15,14.9
1020,-4.83,-0.69,14.65
1030,-5.03,-0.17,14.99
1040,-5.11,0.06,15.93
1050,-5.12,0.24,16.51
1060,-5.04,0.36,16.5
1070,-5.02,0.35,16.08
1080,-4.96,0.11,15.17
1090,-4.85,0.06,13.86
1100,-4.75,0.0,12.86
1110,-4.65,-0.15,12.44
1120,-4.44,-0.36,12.04
1130,-4.25,-0.46,11.57
1140,-4.03,-0.48,11.22
1150,-3.81,-0.23,10.94
1160,-3.67,0.14,10.9
1170,-3.62,0.48,10.88
1180,-3.58,0.67,10.88
1190,-3.42,0.32,10.76
1200,-3.22,-0.2,10.43
1210,-3.07,-0.46,9.99
1220,-2.94,-0.59,9.79
1230,-2.77,-0.43,9.29
1240,-2.66,-0.13,8.51
1250,-2.46,0.19,8.03
1260,-2.22,0.71,7.78
1270,-2.0,1.24,7.55
1280,-1.74,1.24,7.24
1290,-1.57,0.79,7.24
1300,-1.36,0.14,8.01
1310,-1.17,0.05,8.71
1320,-1.13,0.75,8.45
1330,-1.04,1.27,7.7
1340,-0.83,1.37,7.07
1350,-0.76,1.26,6.81
1360,-0.68,0.97,7.23
1370,-0.58,0.89,7.41
1380,-0.4,0.87,6.84
1390,-0.17,0.76,6.09
1400,0.07,0.87,5.76
1410,0.22,1.02,6.25
1420,0.26,1.11,7.21
1430,0.25,1.08,7.91
1440,0.34,1.11,7.52
1450,0.47,0.94,6.63
1460,0.6,0.27,6.08
1470,0.72,-0.39,6.25
1480,0.76,-0.63,6.68
1490,0.9,-0.45,6.78
1500,1.01,0.05,6.7
