timestamp,x,y,z
0,1.75,-0.43,9.55
10,1.74,-0.47,9.57
20,1.77,-0.46,9.61
30,1.79,-0.37,9.74
40,1.82,-0.37,9.66
50,1.83,-0.36,9.5
60,1.85,-0.28,9.42
70,1.88,-0.26,9.37
80,1.84,-0.38,9.39
90,1.81,-0.57,9.42
100,1.77,-0.68,9.45
110,1.79,-0.74,9.57
120,1.85,-0.71,9.76
130,1.85,-0.52,9.86
140,1.82,-0.31,9.77
150,1.84,-0.26,9.62
160,1.86,-0.32,9.49
170,1.85,-0.46,9.42
180,1.81,-0.67,9.23
190,1.8,-0.75,9.08
200,1.82,-0.71,9.19
210,1.82,-0.61,9.44
220,1.83,-0.37,9.66
230,1.84,-0.17,9.64
240,1.85,-0.17,9.46
250,1.9,-0.34,9.21
260,1.92,-0.68,9.11
270,1.94,-1.07,9.09
280,2.01,-1.37,8.88
290,2.07,-1.61,8.95
300,2.1,-1.73,9.03
310,2.16,-1.63,8.91
320,2.17,-1.69,8.77
330,2.17,-1.76,8.62
340,2.09,-1.58,8.11
350,2.05,-1.38,7.32
360,2.05,-1.26,6.61
370,2.11,-1.13,6.29
380,2.21,-1.08,5.98
390,2.34,-1.2,5.97
400,2.48,-1.46,6.08
410,2.59,-1.76,5.71
420,2.7,-2.05,5.09
430,2.63,-2.24,4.3
440,2.48,-2.28,3.62
450,2.38,-2.33,3.11
460,2.32,-2.53,2.84
470,2.32,-2.68,3.12
480,2.27,-2.55,3.82
490,2.2,-2.28,4.38
500,2.07,-2.04,4.91
510,1.84,-1.83,4.85
520,1.47,-1.71,4.02
530,1.21,-1.96,3.62
540,1.05,-2.74,4.35
550,0.66,-3.23,5.13
560,0.42,-2.96,5.93
570,0.1,-2.31,6.98
580,-0.38,-1.47,7.39
590,-0.86,-0.69,7.41
600,-1.31,-0.75,7.88
610,-1.58,-1.45,8.71
620,-1.7,-1.91,9.7
630,-1.89,-1.74,10.4
640,-1.97,-1.31,9.72
650,-2.15,-0.9,9.13
660,-2.41,-0.59,8.68
670,-2.7,-0.24,8.18
680,-3.0,-0.05,7.98
690,-3.34,-0.11,8.3
700,-3.7,-0.25,9.43
710,-4.05,0.12,10.89
720,-4.46,0.7,12.44
730,-4.82,1.11,13.89
740,-5.27,1.86,14.21
750,-5.36,1.94,14.45
760,-5.25,1.5,14.51
770,-5.12,1.14,14.75
780,-5.05,0.87,15.46
790,-4.98,0.59,16.37
800,-4.95,0.35,16.16
810,-4.9,0.66,14.76
820,-4.78,1.24,13.01
830,-4.64,1.87,11.91
840,-4.38,2.27,11.77
850,-4.01,2.16,12.37
860,-3.68,1.54,13.1
870,-3.6,0.68,13.29
880,-3.57,0.01,12.94
890,-3.68,-0.32,12.35
900,-3.79,-0.38,12.4
910,-3.81,-0.57,12.8
920,-3.78,-1.03,13.64
930,-3.55,-1.27,14.71
940,-3.38,-1.36,14.85
950,-3.2,-1.23,14.17
960,-3.04,-1.07,13.13
970,-2.93,-1.21,12.1
980,-2.82,-1.44,11.51
990,-2.82,-1.6,11.2
1000,-2.94,-1.62,11.31
1010,-3.16,-1.68,12.26
1020,-3.4,-1.61,13.46
1030,-3.61,-1.35,14.06
1040,-3.68,-1.19,14.64
1050,-3.68,-1.13,15.28
1060,-3.67,-1.18,15.68
1070,-3.73,-1.52,15.58
1080,-3.89,-1.72,15.01
1090,-4.12,-1.78,14.92
1100,-4.24,-1.71,14.74
1110,-4.28,-1.4,14.5
1120,-4.27,-0.66,14.39
1130,-4.25,0.3,14.08
1140,-4.17,1.12,13.61
1150,-4.05,1.72,12.94
1160,-3.93,1.9,12.49
1170,-3.85,1.74,12.5
1180,-3.77,1.46,12.5
1190,-3.62,1.13,12.07
1200,-3.43,0.75,11.99
1210,-3.22,0.34,12.23
1220,-3.02,-0.09,12.29
1230,-2.8,-0.36,12.17
1240,-2.71,-0.25,11.74
1250,-2.63,-0.01,11.35
1260,-2.52,0.11,10.57
1270,-2.34,0.07,9.88
1280,-2.08,0.24,9.15
1290,-1.97,0.46,8.73
1300,-1.81,0.49,8.72
1310,-1.66,0.38,8.53
1320,-1.57,0.4,8.57
1330,-1.41,0.82,8.42
1340,-1.22,1.41,7.93
1350,-0.94,2.04,7.11
1360,-0.64,2.22,6.1
1370,-0.29,1.78,5.59
1380,0.07,1.22,5.6
1390,0.28,0.86,5.71
1400,0.43,1.01,5.93
1410,0.62,1.41,6.02
1420,0.79,1.57,5.99
1430,0.96,1.56,5.77
1440,1.13,1.59,5.87
1450,1.24,1.59,6.05
1460,1.4,1.62,5.75
1470,1.64,1.69,5.28
1480,1.92,1.62,4.64
1490,2.17,1.51,4.15
1500,2.27,1.68,3.99
